"nm0000001","Fred Astaire"
"nm0000853","Bruno Barreto"
"nm0000854","Majel Barrett"
"nm0000855","Raymond J. Barry"
"nm0000856","Ethel Barrymore"
"nm0000857","John Drew Barrymore"
"nm0000858","John Barrymore"
"nm0000859","Lionel Barrymore"
"nm0000860","Paul Bartel"
"nm0000861","Freddie Bartholomew"
"nm0000862","Robin Bartlett"
"nm0000863","Billy Barty"
"nm0000864","Mikhail Baryshnikov"
"nm0000865","Richard Basehart"
"nm0000866","Saul Bass"
"nm0000867","Jason Bateman"
"nm0000868","Justine Bateman"
"nm0000869","Alan Bates"
"nm0000870","Kathy Bates"
"nm0000871","Randall Batinkoff"
"nm0000872","Patrick Bauchau"
"nm0000873","Belinda Bauer"
"nm0000874","Steven Bauer"
"nm0000875","L. Frank Baum"
"nm0000876","Noah Baumbach"
"nm0000877","Lamberto Bava"
"nm0000878","Mario Bava"
"nm0000879","Anne Baxter"
"nm0000880","Meredith Baxter"
"nm0000881","Michael Bay"
"nm0000882","Nathalie Baye"
"nm0000883","Stephanie Beacham"
"nm0000884","Jennifer Beals"
"nm0000885","Ned Beatty"
"nm0000886","Warren Beatty"
"nm0000887","Harold Becker"
"nm0000888","Meret Becker"
"nm0000889","Bonnie Bedelia"
"nm0000890","Noah Beery Jr."
"nm0000891","Wallace Beery"
"nm0000892","Jason Beghe"
"nm0000893","Ed Begley Jr."
"nm0000894","Jean-Jacques Beineix"
"nm0000895","Barbara Bel Geddes"
"nm0000896","Harry Belafonte"
"nm0000897","Ralph Bellamy"
"nm0000898","Kathleen Beller"
"nm0000899","Monica Bellucci"
"nm0000900","Pamela Bellwood"
"nm0000901","Jean-Paul Belmondo"
"nm0000902","Jim Belushi"
"nm0000903","Brian Benben"
"nm0000904","William Bendix"
"nm0000905","Roberto Benigni"
"nm0000906","Annette Bening"
"nm0000907","Richard Benjamin"
"nm0000908","David Bennent"
"nm0000909","Constance Bennett"
"nm0000910","Joan Bennett"
"nm0000911","Nigel Bennett"
"nm0000912","Jack Benny"
"nm0000913","Robby Benson"
"nm0000914","Robert Benton"
"nm0000915","Bruce Beresford"
"nm0000916","Peter Berg"
"nm0000917","Polly Bergen"
"nm0000918","Helmut Berger"
"nm0000919","Senta Berger"
"nm0000920","Patrick Bergin"
"nm0000921","Andrew Bergman"
"nm0000922","Sandahl Bergman"
"nm0000923","Busby Berkeley"
"nm0000924","Elizabeth Berkley"
"nm0000925","Steven Berkoff"
"nm0000926","Milton Berle"
"nm0000927","Irving Berlin"
"nm0000928","Sandra Bernhard"
"nm0000929","Corbin Bernsen"
"nm0000930","Elmer Bernstein"
"nm0000931","Elizabeth Berridge"
"nm0000932","Halle Berry"
"nm0000933","Valerie Bertinelli"
"nm0000934","Bernardo Bertolucci"
"nm0000935","Bibi Besch"
"nm0000936","Martine Beswick"
"nm0000937","Richard Beymer"
"nm0000938","Daniela Bianchi"
"nm0000939","Adrian Biddle"
"nm0000940","Bigas Luna"
"nm0000941","Kathryn Bigelow"
"nm0000942","Theodore Bikel"
"nm0000943","Traci Bingham"
"nm0000944","Antonia Bird"
"nm0000945","Jane Birkin"
"nm0000946","Whit Bissell"
"nm0000947","Karen Black"
"nm0000948","Shane Black"
"nm0000949","Cate Blanchett"
"nm0000950","Brenda Blethyn"
"nm0000951","Joan Blondell"
"nm0000952","Hart Bochner"
"nm0000953","Peter Bogdanovich"
"nm0000954","Jon Bon Jovi"
"nm0000955","Ward Bond"
"nm0000956","Lisa Bonet"
"nm0000957","Jan de Bont"
"nm0000958","John Boorman"
"nm0000959","Powers Boothe"
"nm0000960","Barry Bostwick"
"nm0000961","Timothy Bottoms"
"nm0000962","Carole Bouquet"
"nm0000963","Stephen Boyd"
"nm0000964","Charles Boyer"
"nm0000965","Danny Boyle"
"nm0000966","Lorraine Bracco"
"nm0000967","Eric Braeden"
"nm0000968","Sonia Braga"
"nm0000969","Lillo Brancato"
"nm0000970","Jonathan Brandis"
"nm0000971","Nicoletta Braschi"
"nm0000972","Tinto Brass"
"nm0000973","Benjamin Bratt"
"nm0000974","Walter Brennan"
"nm0000975","Robert Bresson"
"nm0000976","Martin Brest"
"nm0000977","Beau Bridges"
"nm0000978","Lloyd Bridges"
"nm0000979","Wilford Brimley"
"nm0000980","Jim Broadbent"
"nm0000981","James Brolin"
"nm0000982","Josh Brolin"
"nm0000983","Albert Brooks"
"nm0000984","Avery Brooks"
"nm0000985","James L. Brooks"
"nm0000986","Bryan Brown"
"nm0000987","Jim Brown"
"nm0000988","Jerry Bruckheimer"
"nm0000989","Yul Brynner"
"nm0000990","Betty Buckley"
"nm0000991","Geneviève Bujold"
"nm0000992","Billie Burke"
"nm0000993","Carol Burnett"
"nm0000994","Raymond Burr"
"nm0000995","Ellen Burstyn"
"nm0000996","LeVar Burton"
"nm0000997","Gary Busey"
"nm0000998","Jake Busey"
"nm0000999","Red Buttons"
"nm0001000","Tom Byron"
"nm0001001","James Caan"
"nm0001002","Dean Cain"
"nm0001003","Simon Callow"
"nm0001004","Billy Campbell"
"nm0001005","Jane Campion"
"nm0001006","John Candy"
"nm0001007","Dyan Cannon"
"nm0001008","Frank Capra"
"nm0001009","Kate Capshaw"
"nm0001010","Capucine"
"nm0001011","Irene Cara"
"nm0001012","Claudia Cardinale"
"nm0001013","Harry Carey Jr."
"nm0001014","Mariah Carey"
"nm0001015","Robert Carlyle"
"nm0001016","David Carradine"
"nm0001017","John Carradine"
"nm0001018","Keith Carradine"
"nm0001019","Robert Carradine"
"nm0001020","Katrin Cartlidge"
"nm0001021","Veronica Cartwright"
"nm0001022","Dana Carvey"
"nm0001023","John Cassavetes"
"nm0001024","Nick Cassavetes"
"nm0001025","Seymour Cassel"
"nm0001026","Joanna Cassidy"
"nm0001027","Shaun Cassidy"
"nm0001028","Maxwell Caulfield"
"nm0001029","Jim Caviezel"
"nm0001030","John Cazale"
"nm0001031","Claude Chabrol"
"nm0001032","Marilyn Chambers"
"nm0001033","Lon Chaney Jr."
"nm0001034","Rosalind Chao"
"nm0001035","Ben Chaplin"
"nm0001036","Geraldine Chaplin"
"nm0001037","Graham Chapman"
"nm0001038","Josh Charles"
"nm0001039","David Charvet"
"nm0001040","Joan Chen"
"nm0001041","Maggie Cheung"
"nm0001042","Lois Chiles"
"nm0001043","Anna Chlumsky"
"nm0001044","Rae Dawn Chong"
"nm0001045","Tommy Chong"
"nm0001046","Julie Christie"
"nm0001047","Michael Cimino"
"nm0001048","Andrew Dice Clay"
"nm0001049","Jill Clayburgh"
"nm0001050","Montgomery Clift"
"nm0001051","Bill Clinton"
"nm0001052","Kurt Cobain"
"nm0001053","Ethan Coen"
"nm0001054","Joel Coen"
"nm0001055","Claudette Colbert"
"nm0001056","Dabney Coleman"
"nm0001057","Toni Collette"
"nm0001058","Joan Collins"
"nm0001059","Robbie Coltrane"
"nm0001060","Chris Columbus"
"nm0001061","Holly Marie Combs"
"nm0001062","Jeffrey Combs"
"nm0001063","Jeff Conaway"
"nm0001064","Jason Connery"
"nm0001065","Harry Connick Jr."
"nm0001066","Robert Conrad"
"nm0001067","Jackie Coogan"
"nm0001068","Sofia Coppola"
"nm0001069","Bud Cort"
"nm0001070","Bill Cosby"
"nm0001072","Joseph Cotten"
"nm0001073","Courteney Cox"
"nm0001074","Ronny Cox"
"nm0001075","Peter Coyote"
"nm0001076","Joan Crawford"
"nm0001077","Richard Crenna"
"nm0001078","Bing Crosby"
"nm0001079","Scatman Crothers"
"nm0001080","Lindsay Crouse"
"nm0001081","Cameron Crowe"
"nm0001082","Billy Crudup"
"nm0001083","Jon Cryer"
"nm0001084","Ice Cube"
"nm0001085","Kieran Culkin"
"nm0001086","Alan Cumming"
"nm0001087","Lee Curreri"
"nm0001088","Peter Cushing"
"nm0001089","Henry Czerny"
"nm0001090","Joe D'Amato"
"nm0001091","Patti D'Arbanville"
"nm0001092","Mark Dacascos"
"nm0001093","John Dahl"
"nm0001094","Roald Dahl"
"nm0001095","Béatrice Dalle"
"nm0001096","Timothy Dalton"
"nm0001097","Charles Dance"
"nm0001098","Rodney Dangerfield"
"nm0001099","Jeff Daniels"
"nm0001100","Blythe Danner"
"nm0001101","Ted Danson"
"nm0001102","Joe Dante"
"nm0001103","Tony Danza"
"nm0001104","Frank Darabont"
"nm0001105","Linda Darnell"
"nm0001106","Racquel Darrian"
"nm0001107","Stacey Dash"
"nm0001108","Robert Davi"
"nm0001109","Jaye Davidson"
"nm0001110","Embeth Davidtz"
"nm0001111","Jeremy Davies"
"nm0001112","Andrew Davis"
"nm0001113","Brad Davis"
"nm0001114","Judy Davis"
"nm0001115","Ossie Davis"
"nm0001116","Warwick Davis"
"nm0001117","Bruce Davison"
"nm0001118","Pam Dawber"
"nm0001119","Yvonne De Carlo"
"nm0001120","Vittorio De Sica"
"nm0001121","Brandon De Wilde"
"nm0001122","Ellen DeGeneres"
"nm0001123","Dom DeLuise"
"nm0001124","Cecil B. DeMille"
"nm0001125","Benicio Del Toro"
"nm0001126","Kim Delaney"
"nm0001127","Dana Delany"
"nm0001128","Alain Delon"
"nm0001129","Jonathan Demme"
"nm0001130","Ted Demme"
"nm0001131","Patrick Dempsey"
"nm0001132","Judi Dench"
"nm0001133","Brian Dennehy"
"nm0001134","Bob Denver"
"nm0001135","John Derek"
"nm0001136","Bruce Dern"
"nm0001137","William Devane"
"nm0001138","Susan Dey"
"nm0001139","Tom DiCillo"
"nm0001140","Philip K. Dick"
"nm0001141","Angie Dickinson"
"nm0001142","Uschi Digard"
"nm0001143","Kevin Dillon"
"nm0001144","Céline Dion"
"nm0001145","Divine"
"nm0001146","Donna Dixon"
"nm0001147","Shannen Doherty"
"nm0001148","Troy Donahue"
"nm0001149","Richard Donner"
"nm0001150","James Doohan"
"nm0001151","Stephen Dorff"
"nm0001152","Illeana Douglas"
"nm0001153","Lesley-Anne Down"
"nm0001154","Michael Dudikoff"
"nm0001155","Patrick Duffy"
"nm0001156","Olympia Dukakis"
"nm0001157","Patty Duke"
"nm0001158","Keir Dullea"
"nm0001159","Faye Dunaway"
"nm0001160","Adrian Dunbar"
"nm0001162","Griffin Dunne"
"nm0001163","Roy Dupuis"
"nm0001164","Charles Durning"
"nm0001165","Charles S. Dutton"
"nm0001166","James Duval"
"nm0001167","Shelley Duvall"
"nm0001168","Bob Dylan"
"nm0001169","George Dzundza"
"nm0001170","Roger Ebert"
"nm0001171","Buddy Ebsen"
"nm0001172","Christopher Eccleston"
"nm0001173","Aaron Eckhart"
"nm0001174","Barbara Eden"
"nm0001175","Blake Edwards"
"nm0001176","Nicole Eggert"
"nm0001177","Chris Eigeman"
"nm0001178","Sergei M. Eisenstein"
"nm0001179","Anita Ekberg"
"nm0001180","Britt Ekland"
"nm0001181","Jack Elam"
"nm0001182","Carmen Electra"
"nm0001183","Bodhi Elfman"
"nm0001184","Jenna Elfman"
"nm0001185","Hector Elizondo"
"nm0001186","Denholm Elliott"
"nm0001187","Noah Emmerich"
"nm0001188","Nora Ephron"
"nm0001189","Gabriel Yared"
"nm0001190","David Prowse"
"nm0001191","Adam Sandler"
"nm0001192","John Mark Robinson"
"nm0001193","Shelley Fabares"
"nm0001194","Jeff Fahey"
"nm0001195","Douglas Fairbanks Jr."
"nm0001196","Douglas Fairbanks"
"nm0001197","Anna Falchi"
"nm0001198","Debrah Farentino"
"nm0001199","Dennis Farina"
"nm0001200","Gary Farmer"
"nm0001201","Mia Farrow"
"nm0001202","Rainer Werner Fassbinder"
"nm0001203","William Faulkner"
"nm0001204","Marty Feldman"
"nm0001205","Norman Fell"
"nm0001206","Abel Ferrara"
"nm0001207","José Ferrer"
"nm0001208","Miguel Ferrer"
"nm0001209","William Fichtner"
"nm0001210","Chelsea Field"
"nm0001211","W.C. Fields"
"nm0001212","Joseph Fiennes"
"nm0001213","Harvey Fierstein"
"nm0001214","Mike Figgis"
"nm0001215","Albert Finney"
"nm0001216","Tara Fitzgerald"
"nm0001217","Fionnula Flanagan"
"nm0001218","Sean Patrick Flanery"
"nm0001219","Gary Fleder"
"nm0001220","Ian Fleming"
"nm0001221","Louise Fletcher"
"nm0001222","Calista Flockhart"
"nm0001223","Lara Flynn Boyle"
"nm0001224","Errol Flynn"
"nm0001225","Nina Foch"
"nm0001226","James Foley"
"nm0001227","Megan Follows"
"nm0001228","Peter Fonda"
"nm0001229","Glenn Ford"
"nm0001230","Harrison Ford"
"nm0001231","Claire Forlani"
"nm0001232","Milos Forman"
"nm0001233","Robert Forster"
"nm0001234","John Forsythe"
"nm0001235","William Forsythe"
"nm0001236","Meg Foster"
"nm0001237","Samantha Fox"
"nm0001238","Jesús Franco"
"nm0001239","John Frankenheimer"
"nm0001240","Dennis Franz"
"nm0001241","Stephen Frears"
"nm0001242","Matt Frewer"
"nm0001243","William Friedkin"
"nm0001244","Sadie Frost"
"nm0001245","Mira Furlan"
"nm0001246","Dan Futterman"
"nm0001247","Eva Gabor"
"nm0001248","Zsa Zsa Gabor"
"nm0001249","Monique Gabrielle"
"nm0001250","Charlotte Gainsbourg"
"nm0001251","Peter Gallagher"
"nm0001252","Vincent Gallo"
"nm0001253","Mason Gamble"
"nm0001254","James Gandolfini"
"nm0001255","Victor Garber"
"nm0001256","Greta Garbo"
"nm0001257","Ava Gardner"
"nm0001258","James Garner"
"nm0001259","Jennie Garth"
"nm0001260","John Gavin"
"nm0001261","Rebecca Gayheart"
"nm0001262","Ben Gazzara"
"nm0001263","Jason Gedrick"
"nm0001264","Sarah Michelle Gellar"
"nm0001265","Susan George"
"nm0001266","Gil Gerard"
"nm0001267","Balthazar Getty"
"nm0001268","Estelle Getty"
"nm0001269","Cynthia Gibb"
"nm0001270","Brian Gibson"
"nm0001271","Melissa Gilbert"
"nm0001272","Annabeth Gish"
"nm0001273","Lillian Gish"
"nm0001274","Paul Michael Glaser"
"nm0001275","Philip Glass"
"nm0001276","Jackie Gleason"
"nm0001277","Scott Glenn"
"nm0001278","John Glover"
"nm0001279","William Goldman"
"nm0001280","Jenette Goldstein"
"nm0001281","Bobcat Goldthwait"
"nm0001282","Tony Goldwyn"
"nm0001283","Louis Gossett Jr."
"nm0001284","Michael Gough"
"nm0001285","Elliott Gould"
"nm0001286","Elizabeth Gracen"
"nm0001287","Heather Graham"
"nm0001288","Kelsey Grammer"
"nm0001289","Stewart Granger"
"nm0001290","Richard E. Grant"
"nm0001291","Rupert Graves"
"nm0001292","Erin Gray"
"nm0001293","Seth Green"
"nm0001294","Graham Greene"
"nm0001295","Graham Greene"
"nm0001296","Lorne Greene"
"nm0001297","Joel Grey"
"nm0001298","Richard Grieco"
"nm0001299","Thomas Ian Griffith"
"nm0001300","John Grisham"
"nm0001301","Charles Grodin"
"nm0001302","Christopher Guest"
"nm0001303","Carla Gugino"
"nm0001304","Fred Gwynne"
"nm0001305","Lukas Haas"
"nm0001306","Larry Hagman"
"nm0001307","Stacy Haiduk"
"nm0001308","Alan Hale Jr."
"nm0001309","Anthony Michael Hall"
"nm0001310","Kevin Peter Hall"
"nm0001311","Philip Baker Hall"
"nm0001312","Geri Horner"
"nm0001313","George Hamilton"
"nm0001314","John Hannah"
"nm0001315","Marcia Gay Harden"
"nm0001316","Oliver Hardy"
"nm0001317","Renny Harlin"
"nm0001318","Jean Harlow"
"nm0001319","Mark Harmon"
"nm0001320","Valerie Harper"
"nm0001321","Richard Harris"
"nm0001322","Rex Harrison"
"nm0001323","Debbie Harry"
"nm0001324","Ian Hart"
"nm0001325","Hal Hartley"
"nm0001326","Josh Hartnett"
"nm0001327","David Hasselhoff"
"nm0001328","Howard Hawks"
"nm0001329","Nigel Hawthorne"
"nm0001330","Sterling Hayden"
"nm0001331","Todd Haynes"
"nm0001332","Robert Hays"
"nm0001333","Susan Hayward"
"nm0001334","John Heard"
"nm0001335","Tippi Hedren"
"nm0001336","Van Heflin"
"nm0001337","Katherine Heigl"
"nm0001338","Brian Helgeland"
"nm0001339","Marg Helgenberger"
"nm0001340","Katherine Helmond"
"nm0001341","Florence Henderson"
"nm0001342","Jimi Hendrix"
"nm0001343","Carrie Henn"
"nm0001344","Gregg Henry"
"nm0001345","Jim Henson"
"nm0001346","Edward Herrmann"
"nm0001347","Barbara Hershey"
"nm0001348","Werner Herzog"
"nm0001349","Jennifer Love Hewitt"
"nm0001350","Benny Hill"
"nm0001351","George Roy Hill"
"nm0001352","Terence Hill"
"nm0001353","Walter Hill"
"nm0001354","Ciarán Hinds"
"nm0001355","Michael Hoffman"
"nm0001356","Hulk Hogan"
"nm0001357","Paul Hogan"
"nm0001358","Hal Holbrook"
"nm0001359","Sterling Holloway"
"nm0001360","John Holmes"
"nm0001361","Tobe Hooper"
"nm0001362","Bob Hope"
"nm0001363","Jane Horrocks"
"nm0001364","Bob Hoskins"
"nm0001365","Whitney Houston"
"nm0001366","Leslie Howard"
"nm0001367","C. Thomas Howell"
"nm0001368","Ernie Hudson"
"nm0001369","Rock Hudson"
"nm0001370","Finola Hughes"
"nm0001371","Tom Hulce"
"nm0001372","Bonnie Hunt"
"nm0001373","Linda Hunt"
"nm0001374","Jeffrey Hunter"
"nm0001375","Kim Hunter"
"nm0001376","Isabelle Huppert"
"nm0001377","Olivia Hussey"
"nm0001378","Anjelica Huston"
"nm0001379","John Huston"
"nm0001380","Jim Hutton"
"nm0001381","Lauren Hutton"
"nm0001382","Peter Hyams"
"nm0001383","David Hyde Pierce"
"nm0001384","Ice-T"
"nm0001385","Eric Idle"
"nm0001386","Natalie Imbruglia"
"nm0001387","Kathy Ireland"
"nm0001388","Amy Irving"
"nm0001389","Chris Isaak"
"nm0001390","Janet Jackson"
"nm0001391","Michael Jackson"
"nm0001392","Peter Jackson"
"nm0001393","Irène Jacob"
"nm0001394","Derek Jacobi"
"nm0001395","Richard Jaeckel"
"nm0001396","Mick Jagger"
"nm0001397","Brion James"
"nm0001398","Jenna Jameson"
"nm0001399","Marianne Jean-Baptiste"
"nm0001400","Michelle Johnson"
"nm0001401","Angelina Jolie"
"nm0001402","Terry Jones"
"nm0001403","Neil Jordan"
"nm0001404","Madeline Kahn"
"nm0001405","Janusz Kaminski"
"nm0001406","Carol Kane"
"nm0001407","Mitzi Kapture"
"nm0001408","Shekhar Kapur"
"nm0001409","Tchéky Karyo"
"nm0001410","Lawrence Kasdan"
"nm0001411","William Katt"
"nm0001412","Andy Kaufman"
"nm0001413","Julie Kavner"
"nm0001414","Danny Kaye"
"nm0001415","Elia Kazan"
"nm0001416","Catherine Keener"
"nm0001417","Brian Keith"
"nm0001418","David Keith"
"nm0001419","Sally Kellerman"
"nm0001420","DeForest Kelley"
"nm0001421","George Kennedy"
"nm0001422","Persis Khambatta"
"nm0001423","Richard Kiel"
"nm0001424","Udo Kier"
"nm0001425","Krzysztof Kieslowski"
"nm0001426","Ben Kingsley"
"nm0001427","Greg Kinnear"
"nm0001428","Klaus Kinski"
"nm0001429","Takeshi Kitano"
"nm0001430","Jack Klugman"
"nm0001431","Wayne Knight"
"nm0001432","Charlie Korsmo"
"nm0001433","Yaphet Kotto"
"nm0001434","Kris Kristofferson"
"nm0001435","Lisa Kudrow"
"nm0001436","Swoosie Kurtz"
"nm0001437","Emir Kusturica"
"nm0001438","Neil LaBute"
"nm0001439","Anthony LaPaglia"
"nm0001440","Cheryl Ladd"
"nm0001441","Christine Lahti"
"nm0001442","Ricki Lake"
"nm0001443","Hedy Lamarr"
"nm0001444","Lorenzo Lamas"
"nm0001445","Martin Landau"
"nm0001446","Michael Landon"
"nm0001447","Nathan Lane"
"nm0001448","Jessica Lange"
"nm0001449","Frank Langella"
"nm0001450","Angela Lansbury"
"nm0001451","Queen Latifah"
"nm0001452","Charles Laughton"
"nm0001453","Piper Laurie"
"nm0001454","Martin Lawrence"
"nm0001455","Matt LeBlanc"
"nm0001456","Kelly LeBrock"
"nm0001457","James Le Gros"
"nm0001458","Cloris Leachman"
"nm0001459","Denis Leary"
"nm0001460","Mimi Leder"
"nm0001461","Virginie Ledoyen"
"nm0001462","Jason Scott Lee"
"nm0001463","Janet Leigh"
"nm0001464","Kay Lenz"
"nm0001465","Elmore Leonard"
"nm0001466","Sergio Leone"
"nm0001467","Jared Leto"
"nm0001468","David Letterman"
"nm0001469","Barry Levinson"
"nm0001470","Charlotte Lewis"
"nm0001471","Jerry Lewis"
"nm0001472","Jet Li"
"nm0001473","Laura Linney"
"nm0001474","Tommy 'Tiny' Lister"
"nm0001475","John Lithgow"
"nm0001476","Cleavon Little"
"nm0001477","Robyn Lively"
"nm0001478","June Lockhart"
"nm0001479","Carole Lombard"
"nm0001480","Shelley Long"
"nm0001481","Tina Louise"
"nm0001482","Courtney Love"
"nm0001483","Linda Lovelace"
"nm0001484","Jon Lovitz"
"nm0001485","Myrna Loy"
"nm0001486","Sidney Lumet"
"nm0001487","John Lynch"
"nm0001488","Kelly Lynch"
"nm0001489","Paul Lynde"
"nm0001490","Adrian Lyne"
"nm0001491","Melanie Lynskey"
"nm0001492","Kyle MacLachlan"
"nm0001493","Peter MacNicol"
"nm0001494","Ralph Macchio"
"nm0001495","Patrick Macnee"
"nm0001496","Amy Madigan"
"nm0001497","Tobey Maguire"
"nm0001498","John Mahoney"
"nm0001499","Tina Majorino"
"nm0001500","Karl Malden"
"nm0001501","Louis Malle"
"nm0001502","Luis Mandoki"
"nm0001503","Dinah Manoff"
"nm0001504","Marilyn Manson"
"nm0001505","Joe Mantegna"
"nm0001506","Jane March"
"nm0001507","Cheech Marin"
"nm0001508","Penny Marshall"
"nm0001509","Dean Martin"
"nm0001510","Strother Martin"
"nm0001511","Lee Marvin"
"nm0001512","Mary Elizabeth Mastrantonio"
"nm0001513","Tim Matheson"
"nm0001514","Victor Mature"
"nm0001515","Joseph Mazzello"
"nm0001516","Rue McClanahan"
"nm0001517","Catherine McCormack"
"nm0001518","Dylan McDermott"
"nm0001520","Christopher McDonald"
"nm0001521","Mary McDonnell"
"nm0001522","Roddy McDowall"
"nm0001523","Natascha McElhone"
"nm0001524","Paul McGann"
"nm0001525","John C. McGinley"
"nm0001526","Patrick McGoohan"
"nm0001527","Elizabeth McGovern"
"nm0001528","Don McKellar"
"nm0001529","Nancy McKeon"
"nm0001530","William McNamara"
"nm0001531","Kristy McNichol"
"nm0001532","John McTiernan"
"nm0001533","Meat Loaf"
"nm0001534","Michelle Meyrink"
"nm0001535","Dale Midkiff"
"nm0001536","Toshirô Mifune"
"nm0001537","Ray Milland"
"nm0001538","Jonny Lee Miller"
"nm0001539","Hayley Mills"
"nm0001540","Rachel Miner"
"nm0001541","Kylie Minogue"
"nm0001542","Jay Mohr"
"nm0001543","Gretchen Mol"
"nm0001544","Ricardo Montalban"
"nm0001545","Dudley Moore"
"nm0001546","Mary Tyler Moore"
"nm0001547","Agnes Moorehead"
"nm0001548","Rick Moranis"
"nm0001549","Rita Moreno"
"nm0001550","Cathy Moriarty"
"nm0001551","Alanis Morissette"
"nm0001552","Pat Morita"
"nm0001553","Ennio Morricone"
"nm0001554","Errol Morris"
"nm0001555","Rob Morrow"
"nm0001556","David Morse"
"nm0001557","Viggo Mortensen"
"nm0001558","Mr. T"
"nm0001559","Audie Murphy"
"nm0001560","Ornella Muti"
"nm0001561","Jim Nabors"
"nm0001562","Kathy Najimy"
"nm0001563","Kitten Natividad"
"nm0001564","Bebe Neuwirth"
"nm0001565","Mike Newell"
"nm0001566","Mike Nichols"
"nm0001567","Connie Nielsen"
"nm0001568","Lisa Niemi"
"nm0001569","Chuck Norris"
"nm0001570","Edward Norton"
"nm0001571","Kim Novak"
"nm0001572","Danny Nucci"
"nm0001573","Catherine O'Hara"
"nm0001574","Michael O'Keefe"
"nm0001575","Tatum O'Neal"
"nm0001576","Heather O'Rourke"
"nm0001577","Maureen O'Sullivan"
"nm0001578","Annette O'Toole"
"nm0001579","Edward James Olmos"
"nm0001580","Ashley Olsen"
"nm0001581","Mary-Kate Olsen"
"nm0001583","Jerry Orbach"
"nm0001584","Miranda Otto"
"nm0001585","Kelly Packard"
"nm0001586","Joanna Pacula"
"nm0001587","Alan J. Pakula"
"nm0001588","Jack Palance"
"nm0001589","Michael Palin"
"nm0001590","Chazz Palminteri"
"nm0001591","Bruce Paltrow"
"nm0001592","Joe Pantoliano"
"nm0001593","Anna Paquin"
"nm0001594","Anne Parillaud"
"nm0001595","Michael Paré"
"nm0001596","Pier Paolo Pasolini"
"nm0001597","Mandy Patinkin"
"nm0001598","Robert Patrick"
"nm0001599","Will Patton"
"nm0001600","Adrian Paul"
"nm0001601","David Paymer"
"nm0001602","Guy Pearce"
"nm0001603","Sam Peckinpah"
"nm0001604","Nia Peeples"
"nm0001605","Amanda Peet"
"nm0001606","Chris Penn"
"nm0001607","Sydney Penny"
"nm0001608","Barry Pepper"
"nm0001609","Rosie Perez"
"nm0001610","Elizabeth Perkins"
